symptom_name	disease_name	cooccurs	tfidf_score	disease_id	symptom_id	doid_code	doid_name
Fever	Osteitis Deformans	3	1.856812897	D010001	D005334	DOID:5408	Paget's disease of bone
Fever	"Arthritis, Psoriatic"	3	1.856812897	D015535	D005334	DOID:9008	psoriatic arthritis
Fever	"Arthritis, Gouty"	4	2.475750529	D015210	D005334	DOID:13189	gout
Fever	"Cholangitis, Sclerosing"	2	1.237875265	D015209	D005334	DOID:14268	sclerosing cholangitis
Fever	Celiac Disease	6	3.713625794	D002446	D005334	DOID:10608	celiac disease
Fever	Pancreatitis	33	20.42494187	D010195	D005334	DOID:4989	pancreatitis
Fever	Behcet Syndrome	11	6.808313955	D001528	D005334	DOID:13241	Behcet's disease
Fever	Cleft Lip	2	1.237875265	D002971	D005334	DOID:9296	cleft lip
Fever	Periodontitis	5	3.094688161	D010518	D005334	DOID:824	periodontitis
Fever	Dental Caries	1	0.618937632	D003731	D005334	DOID:216	dental caries
Fever	Idiopathic Pulmonary Fibrosis	17	10.52193975	D054990	D005334	DOID:0050156	idiopathic pulmonary fibrosis
Fever	Intracranial Aneurysm	6	3.713625794	D002532	D005334	DOID:10941	intracranial aneurysm
Fever	Creutzfeldt-Jakob Syndrome	1	0.618937632	D007562	D005334	DOID:11949	Creutzfeldt-Jakob disease
Fever	Glaucoma	4	2.475750529	D005901	D005334	DOID:1686	glaucoma
Fever	Macular Degeneration	1	0.618937632	D008268	D005334	DOID:10871	age related macular degeneration
Fever	"Glomerulonephritis, IGA"	1	0.618937632	D005922	D005334	DOID:2986	IgA glomerulonephritis
Fever	"Glomerulonephritis, Membranous"	1	0.618937632	D015433	D005334	DOID:10976	membranous glomerulonephritis
Fever	"Glomerulosclerosis, Focal Segmental"	2	1.237875265	D005923	D005334	DOID:1312	focal segmental glomerulosclerosis
Fever	"Diabetes, Gestational"	1	0.618937632	D016640	D005334	DOID:11714	gestational diabetes
Fever	"Cardiomyopathy, Dilated"	2	1.237875265	D002311	D005334	DOID:12930	dilated cardiomyopathy
Fever	"Aortic Aneurysm, Abdominal"	8	4.951501058	D017544	D005334	DOID:7693	abdominal aortic aneurysm
Fever	"Aortic Aneurysm, Thoracic"	2	1.237875265	D017545	D005334	DOID:14004	thoracic aortic aneurysm
Fever	"Dermatitis, Atopic"	10	6.189376323	D003876	D005334	DOID:3310	atopic dermatitis
Fever	Attention Deficit Disorder with Hyperactivity	2	1.237875265	D001289	D005334	DOID:1094	attention deficit hyperactivity disorder
Fever	Autistic Disorder	12	7.427251587	D001321	D005334	DOID:12849	autistic disorder
Hypothermia	Alzheimer Disease	5	9.727181077	D000544	D007035	DOID:10652	Alzheimer's disease
Hypothermia	Myocardial Ischemia	12	23.34523458	D017202	D007035	DOID:3393	coronary artery disease
Hypothermia	Coronary Artery Disease	8	15.56348972	D003324	D007035	DOID:3393	coronary artery disease
Hypothermia	Hypertension	10	19.45436215	D006973	D007035	DOID:10763	hypertension
Hypothermia	"Diabetes Mellitus, Type 2"	2	3.890872431	D003924	D007035	DOID:9352	type 2 diabetes mellitus
Hypothermia	Obesity	7	13.61805351	D009765	D007035	DOID:9970	obesity
Hypothermia	Malaria	2	3.890872431	D008288	D007035	DOID:12365	malaria
Hypothermia	Glioma	1	1.945436215	D005910	D007035	DOID:3070	malignant glioma
Hypothermia	Stomach Neoplasms	1	1.945436215	D013274	D007035	DOID:10534	stomach cancer
Hypothermia	Liver Neoplasms	1	1.945436215	D008113	D007035	DOID:3571	liver cancer
Hypothermia	Brain Neoplasms	3	5.836308646	D001932	D007035	DOID:1319	brain cancer
Hypothermia	Spinal Cord Neoplasms	1	1.945436215	D013120	D007035	DOID:5612	spinal cancer
Hypothermia	Mediastinal Neoplasms	1	1.945436215	D008479	D007035	DOID:5559	mediastinal cancer
Hypothermia	Thymus Neoplasms	1	1.945436215	D013953	D007035	DOID:3277	thymus cancer
Hypothermia	Prostatic Neoplasms	1	1.945436215	D011471	D007035	DOID:10283	prostate cancer
Hypothermia	Kidney Neoplasms	1	1.945436215	D007680	D007035	DOID:263	kidney cancer
Hypothermia	Asthma	3	5.836308646	D001249	D007035	DOID:2841	asthma
Hypothermia	"Pulmonary Disease, Chronic Obstructive"	1	1.945436215	D029424	D007035	DOID:3083	chronic obstructive pulmonary disease
Hypothermia	Multiple Sclerosis	9	17.50892594	D009103	D007035	DOID:2377	multiple sclerosis
Hypothermia	Parkinson Disease	5	9.727181077	D010300	D007035	DOID:14330	Parkinson's disease
Hypothermia	Epilepsy	9	17.50892594	D004827	D007035	DOID:1826	epilepsy syndrome
Hypothermia	Migraine Disorders	4	7.781744862	D008881	D007035	DOID:6364	migraine
Hypothermia	Graves Disease	1	1.945436215	D006111	D007035	DOID:12361	Graves' disease
Hypothermia	"Kidney Failure, Chronic"	4	7.781744862	D007676	D007035	DOID:784	chronic kidney failure
Hypothermia	Coronary Disease	8	15.56348972	D003327	D007035	DOID:3393	coronary artery disease
Hypothermia	Anemia	5	9.727181077	D000740	D007035	DOID:2355	anemia
Hypothermia	"Lupus Erythematosus, Systemic"	3	5.836308646	D008180	D007035	DOID:9074	systemic lupus erythematosus
Hypothermia	"Diabetes Mellitus, Type 1"	2	3.890872431	D003922	D007035	DOID:9744	type 1 diabetes mellitus
Hypothermia	Hypothyroidism	21	40.85416052	D007037	D007035	DOID:1459	hypothyroidism
Hypothermia	Bipolar Disorder	3	5.836308646	D001714	D007035	DOID:3312	bipolar disorder
Hypothermia	Depressive Disorder	5	9.727181077	D003866	D007035	DOID:1595	endogenous depression
Hypothermia	Schizophrenia	10	19.45436215	D012559	D007035	DOID:5419	schizophrenia
Hypothermia	Adrenal Gland Neoplasms	2	3.890872431	D000310	D007035	DOID:3953	adrenal gland cancer
Hypothermia	Pancreatitis	22	42.79959674	D010195	D007035	DOID:4989	pancreatitis
Hypothermia	Idiopathic Pulmonary Fibrosis	1	1.945436215	D054990	D007035	DOID:0050156	idiopathic pulmonary fibrosis
Hypothermia	Creutzfeldt-Jakob Syndrome	1	1.945436215	D007562	D007035	DOID:11949	Creutzfeldt-Jakob disease
Hypothermia	"Aortic Aneurysm, Abdominal"	1	1.945436215	D017544	D007035	DOID:7693	abdominal aortic aneurysm
Hypothermia	Attention Deficit Disorder with Hyperactivity	2	3.890872431	D001289	D007035	DOID:1094	attention deficit hyperactivity disorder
Body Weight	Acquired Immunodeficiency Syndrome	97	33.26982117	D000163	D001835	DOID:635	acquired immunodeficiency syndrome
Body Weight	Breast Neoplasms	373	127.934467	D001943	D001835	DOID:1612	breast cancer
Body Weight	Colonic Neoplasms	253	86.77592533	D003110	D001835	DOID:219	colon cancer
Body Weight	Skin Neoplasms	82	28.12500347	D012878	D001835	DOID:4159	skin cancer
Body Weight	Osteoporosis	368	126.2195277	D010024	D001835	DOID:11476	osteoporosis
Body Weight	"Arthritis, Rheumatoid"	82	28.12500347	D001172	D001835	DOID:7148	rheumatoid arthritis
Body Weight	Alzheimer Disease	61	20.92225868	D000544	D001835	DOID:10652	Alzheimer's disease
Body Weight	Myocardial Ischemia	110	37.72866319	D017202	D001835	DOID:3393	coronary artery disease
Body Weight	Coronary Artery Disease	475	162.9192274	D003324	D001835	DOID:3393	coronary artery disease
Body Weight	Atherosclerosis	96	32.92683333	D050197	D001835	DOID:1936	atherosclerosis
Body Weight	Hypertension	3054	1047.484885	D006973	D001835	DOID:10763	hypertension
Body Weight	"Scleroderma, Systemic"	7	2.40091493	D012595	D001835	DOID:418	systemic scleroderma
Body Weight	Vitiligo	1	0.342987847	D014820	D001835	DOID:12306	vitiligo
Body Weight	"Diabetes Mellitus, Type 2"	1612	552.8964096	D003924	D001835	DOID:9352	type 2 diabetes mellitus
Body Weight	Metabolic Syndrome X	264	90.54879165	D024821	D001835	DOID:14221	metabolic syndrome X
Body Weight	Obesity	7901	2709.94698	D009765	D001835	DOID:9970	obesity
Body Weight	Leprosy	11	3.772866319	D007918	D001835	DOID:1024	leprosy
Body Weight	Hepatitis B	5	1.714939236	D006509	D001835	DOID:2043	hepatitis B
Body Weight	Malaria	60	20.57927083	D008288	D001835	DOID:12365	malaria
Body Weight	Leiomyoma	10	3.429878471	D007889	D001835	DOID:13223	uterine fibroid
Body Weight	Myosarcoma	1	0.342987847	D009217	D001835	DOID:4045	muscle cancer
Body Weight	Glioma	31	10.63262326	D005910	D001835	DOID:3070	malignant glioma
Body Weight	Melanoma	41	14.06250173	D008545	D001835	DOID:1909	melanoma
Body Weight	Retroperitoneal Neoplasms	3	1.028963541	D012186	D001835	DOID:5875	retroperitoneal cancer
Body Weight	Esophageal Neoplasms	67	22.98018576	D004938	D001835	DOID:5041	esophageal cancer
Body Weight	Rectal Neoplasms	20	6.859756943	D012004	D001835	DOID:1993	rectum cancer
Body Weight	Stomach Neoplasms	130	44.58842013	D013274	D001835	DOID:10534	stomach cancer
Body Weight	Liver Neoplasms	274	93.97867012	D008113	D001835	DOID:3571	liver cancer
Body Weight	Pancreatic Neoplasms	153	52.47714061	D010190	D001835	DOID:1793	pancreatic cancer
Body Weight	Ovarian Neoplasms	66	22.63719791	D010051	D001835	DOID:2394	ovarian cancer
Body Weight	Head and Neck Neoplasms	67	22.98018576	D006258	D001835	DOID:11934	head and neck cancer
Body Weight	Laryngeal Neoplasms	7	2.40091493	D007822	D001835	DOID:2596	larynx cancer
Body Weight	Hematologic Neoplasms	4	1.371951389	D019337	D001835	DOID:2531	hematologic cancer
Body Weight	Brain Neoplasms	61	20.92225868	D001932	D001835	DOID:1319	brain cancer
Body Weight	Meningeal Neoplasms	4	1.371951389	D008577	D001835	DOID:3565	meningioma
Body Weight	Spinal Cord Neoplasms	2	0.685975694	D013120	D001835	DOID:5612	spinal cancer
Body Weight	Mediastinal Neoplasms	2	0.685975694	D008479	D001835	DOID:5559	mediastinal cancer
Body Weight	Thymus Neoplasms	11	3.772866319	D013953	D001835	DOID:3277	thymus cancer
Body Weight	Uterine Neoplasms	75	25.72408854	D014594	D001835	DOID:363	uterine cancer
Body Weight	Prostatic Neoplasms	165	56.59299478	D011471	D001835	DOID:10283	prostate cancer
Body Weight	Kidney Neoplasms	105	36.01372395	D007680	D001835	DOID:263	kidney cancer
Body Weight	"Spondylitis, Ankylosing"	5	1.714939236	D013167	D001835	DOID:7147	ankylosing spondylitis
Body Weight	"Colitis, Ulcerative"	62	21.26524652	D003093	D001835	DOID:8577	ulcerative colitis
Body Weight	Crohn Disease	141	48.36128645	D003424	D001835	DOID:8778	Crohn's disease
Body Weight	Asthma	156	53.50610415	D001249	D001835	DOID:2841	asthma
Body Weight	"Pulmonary Disease, Chronic Obstructive"	38	13.03353819	D029424	D001835	DOID:3083	chronic obstructive pulmonary disease
Body Weight	Multiple Sclerosis	16	5.487805554	D009103	D001835	DOID:2377	multiple sclerosis
Body Weight	Parkinson Disease	57	19.55030729	D010300	D001835	DOID:14330	Parkinson's disease
Body Weight	Epilepsy	146	50.07622568	D004827	D001835	DOID:1826	epilepsy syndrome
Body Weight	Migraine Disorders	21	7.20274479	D008881	D001835	DOID:6364	migraine
Body Weight	Amyotrophic Lateral Sclerosis	46	15.77744097	D000690	D001835	DOID:332	amyotrophic lateral sclerosis
Body Weight	Restless Legs Syndrome	3	1.028963541	D012148	D001835	DOID:0050425	restless legs syndrome
Body Weight	Graves Disease	17	5.830793401	D006111	D001835	DOID:12361	Graves' disease
Body Weight	"Kidney Failure, Chronic"	636	218.1402708	D007676	D001835	DOID:784	chronic kidney failure
Body Weight	Coronary Disease	428	146.7987986	D003327	D001835	DOID:3393	coronary artery disease
Body Weight	Mucocutaneous Lymph Node Syndrome	4	1.371951389	D009080	D001835	DOID:13378	Kawasaki disease
Body Weight	Anemia	97	33.26982117	D000740	D001835	DOID:2355	anemia
Body Weight	"Lupus Erythematosus, Systemic"	47	16.12042882	D008180	D001835	DOID:9074	systemic lupus erythematosus
Body Weight	Alopecia Areata	1	0.342987847	D000506	D001835	DOID:986	alopecia areata
Body Weight	"Diabetes Mellitus, Type 1"	543	186.242401	D003922	D001835	DOID:9744	type 1 diabetes mellitus
Body Weight	Hypothyroidism	386	132.393309	D007037	D001835	DOID:1459	hypothyroidism
Body Weight	Panic Disorder	4	1.371951389	D016584	D001835	DOID:594	panic disorder
Body Weight	Bipolar Disorder	89	30.5259184	D001714	D001835	DOID:3312	bipolar disorder
Body Weight	Depressive Disorder	226	77.51525345	D003866	D001835	DOID:1595	endogenous depression
Body Weight	Schizophrenia	246	84.3750104	D012559	D001835	DOID:5419	schizophrenia
Body Weight	Polycystic Ovary Syndrome	165	56.59299478	D011085	D001835	DOID:11612	polycystic ovary syndrome
Body Weight	"Neoplasms, Germ Cell and Embryonal"	2	0.685975694	D009373	D001835	DOID:2994	germ cell cancer
Body Weight	Mesothelioma	7	2.40091493	D008654	D001835	DOID:1790	malignant mesothelioma
Body Weight	Bone Neoplasms	25	8.574696179	D001859	D001835	DOID:184	bone cancer
Body Weight	Bile Duct Neoplasms	8	2.743902777	D001650	D001835	DOID:4606	bile duct cancer
Body Weight	Gallbladder Neoplasms	4	1.371951389	D005706	D001835	DOID:3121	gallbladder cancer
Body Weight	Adrenal Gland Neoplasms	19	6.516769096	D000310	D001835	DOID:3953	adrenal gland cancer
Body Weight	Testicular Neoplasms	30	10.28963541	D013736	D001835	DOID:2998	testicular cancer
Body Weight	Eye Neoplasms	1	0.342987847	D005134	D001835	DOID:2174	ocular cancer
Body Weight	Peripheral Nervous System Neoplasms	1	0.342987847	D010524	D001835	DOID:1192	peripheral nervous system neoplasm
Body Weight	Vascular Neoplasms	1	0.342987847	D019043	D001835	DOID:175	vascular cancer
Body Weight	Vulvar Neoplasms	1	0.342987847	D014846	D001835	DOID:1245	vulva cancer
Body Weight	Urinary Bladder Neoplasms	110	37.72866319	D001749	D001835	DOID:11054	urinary bladder cancer
Body Weight	Osteitis Deformans	2	0.685975694	D010001	D001835	DOID:5408	Paget's disease of bone
Body Weight	"Arthritis, Psoriatic"	2	0.685975694	D015535	D001835	DOID:9008	psoriatic arthritis
Body Weight	"Cholangitis, Sclerosing"	2	0.685975694	D015209	D001835	DOID:14268	sclerosing cholangitis
Body Weight	Celiac Disease	122	41.84451735	D002446	D001835	DOID:10608	celiac disease
Body Weight	Pancreatitis	71	24.35213715	D010195	D001835	DOID:4989	pancreatitis
Body Weight	Cleft Lip	32	10.97561111	D002971	D001835	DOID:9296	cleft lip
Body Weight	Periodontitis	18	6.173781249	D010518	D001835	DOID:824	periodontitis
Body Weight	Dental Caries	51	17.4923802	D003731	D001835	DOID:216	dental caries
Body Weight	Idiopathic Pulmonary Fibrosis	73	25.03811284	D054990	D001835	DOID:0050156	idiopathic pulmonary fibrosis
Body Weight	Intracranial Aneurysm	4	1.371951389	D002532	D001835	DOID:10941	intracranial aneurysm
Body Weight	Glaucoma	9	3.086890624	D005901	D001835	DOID:1686	glaucoma
Body Weight	Macular Degeneration	2	0.685975694	D008268	D001835	DOID:10871	age related macular degeneration
Body Weight	"Glomerulonephritis, IGA"	7	2.40091493	D005922	D001835	DOID:2986	IgA glomerulonephritis
Body Weight	"Glomerulonephritis, Membranous"	1	0.342987847	D015433	D001835	DOID:10976	membranous glomerulonephritis
Body Weight	"Glomerulosclerosis, Focal Segmental"	55	18.86433159	D005923	D001835	DOID:1312	focal segmental glomerulosclerosis
Body Weight	"Diabetes, Gestational"	73	25.03811284	D016640	D001835	DOID:11714	gestational diabetes
Body Weight	"Cardiomyopathy, Dilated"	54	18.52134375	D002311	D001835	DOID:12930	dilated cardiomyopathy
Body Weight	"Aortic Aneurysm, Abdominal"	10	3.429878471	D017544	D001835	DOID:7693	abdominal aortic aneurysm
Body Weight	"Aortic Aneurysm, Thoracic"	1	0.342987847	D017545	D001835	DOID:14004	thoracic aortic aneurysm
Body Weight	"Dermatitis, Atopic"	16	5.487805554	D003876	D001835	DOID:3310	atopic dermatitis
Body Weight	Attention Deficit Disorder with Hyperactivity	70	24.0091493	D001289	D001835	DOID:1094	attention deficit hyperactivity disorder
Body Weight	Autistic Disorder	27	9.260671873	D001321	D001835	DOID:12849	autistic disorder
Body Weight	"Liver Cirrhosis, Biliary"	14	4.80182986	D008105	D001835	DOID:12236	primary biliary cirrhosis
Body Weight	Vaginal Neoplasms	4	1.371951389	D014625	D001835	DOID:119	vaginal cancer
Body Weight	Otosclerosis	1	0.342987847	D010040	D001835	DOID:12185	otosclerosis
Body Weight	Tourette Syndrome	7	2.40091493	D005879	D001835	DOID:11119	Gilles de la Tourette syndrome
Body Weight	Narcolepsy	4	1.371951389	D009290	D001835	DOID:8986	narcolepsy
Body Weight	Refractive Errors	6	2.057927083	D012030	D001835	DOID:9835	refractive error
Body Weight	Nephrolithiasis	2	0.685975694	D053040	D001835	DOID:585	nephrolithiasis
Birth Weight	Acquired Immunodeficiency Syndrome	7	9.849916601	D000163	D001724	DOID:635	acquired immunodeficiency syndrome
Birth Weight	Breast Neoplasms	55	77.39220187	D001943	D001724	DOID:1612	breast cancer
Birth Weight	Skin Neoplasms	3	4.221392829	D012878	D001724	DOID:4159	skin cancer
Birth Weight	Osteoporosis	5	7.035654715	D010024	D001724	DOID:11476	osteoporosis
Birth Weight	"Arthritis, Rheumatoid"	10	14.07130943	D001172	D001724	DOID:7148	rheumatoid arthritis
Birth Weight	Myocardial Ischemia	8	11.25704754	D017202	D001724	DOID:3393	coronary artery disease
Birth Weight	Coronary Artery Disease	53	74.57793998	D003324	D001724	DOID:3393	coronary artery disease
Birth Weight	Atherosclerosis	5	7.035654715	D050197	D001724	DOID:1936	atherosclerosis
Birth Weight	Hypertension	329	462.9460802	D006973	D001724	DOID:10763	hypertension
Birth Weight	"Scleroderma, Systemic"	1	1.407130943	D012595	D001724	DOID:418	systemic scleroderma
Birth Weight	"Diabetes Mellitus, Type 2"	149	209.6625105	D003924	D001724	DOID:9352	type 2 diabetes mellitus
Birth Weight	Metabolic Syndrome X	44	61.91376149	D024821	D001724	DOID:14221	metabolic syndrome X
Birth Weight	Obesity	325	457.3175565	D009765	D001724	DOID:9970	obesity
Birth Weight	Leprosy	2	2.814261886	D007918	D001724	DOID:1024	leprosy
Birth Weight	Hepatitis B	5	7.035654715	D006509	D001724	DOID:2043	hepatitis B
Birth Weight	Malaria	34	47.84245206	D008288	D001724	DOID:12365	malaria
Birth Weight	Leiomyoma	4	5.628523772	D007889	D001724	DOID:13223	uterine fibroid
Birth Weight	Glioma	1	1.407130943	D005910	D001724	DOID:3070	malignant glioma
Birth Weight	Melanoma	1	1.407130943	D008545	D001724	DOID:1909	melanoma
Birth Weight	Liver Neoplasms	5	7.035654715	D008113	D001724	DOID:3571	liver cancer
Birth Weight	Ovarian Neoplasms	3	4.221392829	D010051	D001724	DOID:2394	ovarian cancer
Birth Weight	Hematologic Neoplasms	1	1.407130943	D019337	D001724	DOID:2531	hematologic cancer
Birth Weight	Brain Neoplasms	8	11.25704754	D001932	D001724	DOID:1319	brain cancer
Birth Weight	Mediastinal Neoplasms	1	1.407130943	D008479	D001724	DOID:5559	mediastinal cancer
